RECDNO,STATNO,YYYY,MM,DD,HH,TEMPERATR,WET TEMP ,DEWPOINT ,RELHUMIDY,SEALVLPRS,SURFPRESS,WINDSPEED,DIRECTION, RAIN 1  , RAIN 2   ,RPeriodi 1,RPeriod 2,TLTCLOUD ,LOW CLOUD,VISIBLITY
     2, 41712,2019, 1, 1, 0,     9.00, -9999.00,     0.90,    56.82, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
     0, 41712,   0, 0, 0, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00
     4, 41712,2019, 1, 1, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     5, 41712,2019, 1, 1,12, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     6, 41712,2019, 1, 1,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     7, 41712,2019, 1, 1,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     8, 41712,2019, 1, 1,21, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     9, 41712,2019, 1, 2, 0, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    10, 41712,2019, 1, 2, 0,     7.00, -9999.00,    -0.30,    59.51, -9999.00, -9999.00,     1.00,    50.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    11, 41712,2019, 1, 2, 3,     5.50, -9999.00,    -0.80,    63.33, -9999.00, -9999.00,     1.00,   130.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00, 10000.00
    12, 41712,2019, 1, 2, 6,    12.50, -9999.00,     2.80,    51.56, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,     6.00, -9999.00,     0.00, -9999.00, 10000.00
    13, 41712,2019, 1, 2, 9,    19.00, -9999.00,     4.10,    37.27, -9999.00, -9999.00,     2.10,    50.00, -9999.00,     0.00, -9999.00,     3.00,    63.00, -9999.00, 10000.00
    14, 41712,2019, 1, 2,12,    19.50, -9999.00,     4.80,    37.95, -9999.00, -9999.00,     1.00,    50.00,     0.00, -9999.00,    12.00,     3.00,    63.00, -9999.00, 10000.00
    15, 41712,2019, 1, 2,15,    15.50, -9999.00,     4.30,    47.17, -9999.00, -9999.00,     3.10,    50.00, -9999.00,     0.00, -9999.00,     3.00,    38.00, -9999.00,  4000.00
    16, 41712,2019, 1, 2,18,    12.00, -9999.00,     3.50,    55.99, -9999.00, -9999.00,     1.00,    50.00,     0.00, -9999.00,    18.00, -9999.00,    38.00, -9999.00,  4000.00
    17, 41712,2019, 1, 2,21,     9.00, -9999.00,     2.30,    62.82, -9999.00, -9999.00,     1.00,    50.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    18, 41712,2019, 1, 3, 0,     6.00, -9999.00,    -0.10,    64.81, -9999.00, -9999.00,     1.00,    50.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    19, 41712,2019, 1, 3, 3,     7.50, -9999.00,    -1.20,    53.37, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    50.00, -9999.00, 10000.00
    20, 41712,2019, 1, 3, 6,    13.00, -9999.00,    -0.90,    37.88, -9999.00, -9999.00,     2.10,    90.00,     0.00, -9999.00,     6.00, -9999.00,    63.00, -9999.00, 10000.00
    21, 41712,2019, 1, 3, 9,    21.50, -9999.00,     3.80,    31.27, -9999.00, -9999.00,     1.00,   130.00, -9999.00,     0.00, -9999.00,     3.00,    75.00, -9999.00, 10000.00
    22, 41712,2019, 1, 3,12,    22.50, -9999.00,     2.50,    26.83, -9999.00, -9999.00,     1.00,    90.00,     0.00, -9999.00,    12.00,     3.00,    75.00, -9999.00, 10000.00
    23, 41712,2019, 1, 3,15,    17.50, -9999.00,     5.80,    46.11, -9999.00, -9999.00,     1.00,   130.00, -9999.00,     0.00, -9999.00,     3.00,    25.00, -9999.00,  4000.00
    24, 41712,2019, 1, 3,18,    15.00, -9999.00,     2.20,    41.99, -9999.00, -9999.00,     1.00,   360.00,     0.00, -9999.00,    18.00, -9999.00,    25.00, -9999.00,  4000.00
    25, 41712,2019, 1, 3,21,    11.00, -9999.00,     2.20,    54.55, -9999.00, -9999.00,     1.00,   360.00, -9999.00,     0.00, -9999.00,     3.00,    25.00, -9999.00,  4000.00
    26, 41712,2019, 1, 4, 0,     9.00, -9999.00,     0.90,    56.82, -9999.00, -9999.00,     1.00,   360.00,     0.00, -9999.00,    12.00,     3.00,    25.00, -9999.00,  4000.00
    27, 41712,2019, 1, 4, 3,     9.00, -9999.00,     2.30,    62.82, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,   100.00, -9999.00, 10000.00
    28, 41712,2019, 1, 4, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    29, 41712,2019, 1, 4, 9,    25.00, -9999.00,     2.30,    22.76, -9999.00, -9999.00,     3.10,   230.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00, 10000.00
    30, 41712,2019, 1, 4,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    31, 41712,2019, 1, 4,15,    19.50, -9999.00,     3.40,    34.39, -9999.00, -9999.00,     3.10,   310.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    32, 41712,2019, 1, 4,21, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    33, 41712,2019, 1, 4,21,    15.00, -9999.00,     2.20,    41.99, -9999.00, -9999.00,     1.00,    50.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    34, 41712,2019, 1, 5, 0,    13.00, -9999.00,     3.50,    52.43, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    35, 41712,2019, 1, 5, 6, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    36, 41712,2019, 1, 5, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    37, 41712,2019, 1, 5, 9,    18.00, -9999.00,    -0.80,    27.71, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00, 10000.00
    38, 41712,2019, 1, 5,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    39, 41712,2019, 1, 5,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    40, 41712,2019, 1, 5,21, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    41, 41712,2019, 1, 5,21,     9.00, -9999.00,    -4.00,    38.10, -9999.00, -9999.00,     1.00,   360.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    42, 41712,2019, 1, 6, 0,     5.00, -9999.00,    -4.80,    46.84, -9999.00, -9999.00,     1.00,   360.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    43, 41712,2019, 1, 6, 3,     2.50, -9999.00,    -4.70,    56.34, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00, 10000.00
    44, 41712,2019, 1, 6, 6,    10.00, -9999.00,    -6.30,    29.26, -9999.00, -9999.00,     1.00,    50.00,     0.00, -9999.00,     6.00, -9999.00,     0.00, -9999.00, 10000.00
    45, 41712,2019, 1, 6, 9,    16.00, -9999.00,    -2.80,    26.62, -9999.00, -9999.00,     1.00,    50.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00, 10000.00
    46, 41712,2019, 1, 6,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    47, 41712,2019, 1, 6,15,    11.50, -9999.00,    -1.70,    39.12, -9999.00, -9999.00,     1.00,    50.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    48, 41712,2019, 1, 6,18,     9.00, -9999.00,    -0.60,    50.66, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    18.00, -9999.00,     0.00, -9999.00,  4000.00
    49, 41712,2019, 1, 7, 0, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    50, 41712,2019, 1, 7, 0,     3.00, -9999.00,    -4.00,    57.71, -9999.00, -9999.00,     1.00,    50.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    51, 41712,2019, 1, 7, 6, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    52, 41712,2019, 1, 7, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    53, 41712,2019, 1, 7,12, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    54, 41712,2019, 1, 7,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    55, 41712,2019, 1, 7,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    56, 41712,2019, 1, 7,18,    17.50, -9999.00,     9.30,    58.57, -9999.00, -9999.00,     2.10,   130.00,     0.00, -9999.00,    18.00, -9999.00,    75.00, -9999.00,  4000.00
    57, 41712,2019, 1, 7,21,    15.00, -9999.00,     8.40,    64.64, -9999.00, -9999.00,     2.10,   130.00, -9999.00,     0.00, -9999.00,     3.00,    75.00, -9999.00,  4000.00
    58, 41712,2019, 1, 8, 0,    12.00, -9999.00,     5.90,    66.22, -9999.00, -9999.00,     1.00,   130.00,     0.00, -9999.00,    12.00,     3.00,    75.00, -9999.00,  4000.00
    59, 41712,2019, 1, 8, 3,    10.00, -9999.00,     4.70,    69.58, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    50.00, -9999.00,  4000.00
    60, 41712,2019, 1, 8, 6,    15.00, -9999.00,     6.20,    55.60, -9999.00, -9999.00,     1.00,   180.00,     0.00, -9999.00,     6.00, -9999.00,    38.00, -9999.00,  1000.00
    61, 41712,2019, 1, 8, 9,    23.50, -9999.00,     7.00,    34.59, -9999.00, -9999.00,     1.00,   230.00, -9999.00,     0.00, -9999.00,     3.00,    38.00, -9999.00,  2000.00
    62, 41712,2019, 1, 8,12,    22.50, -9999.00,     6.80,    36.25, -9999.00, -9999.00,     1.00,    50.00,     0.00, -9999.00,    12.00,     3.00,    25.00, -9999.00,  2000.00
    63, 41712,2019, 1, 8,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    64, 41712,2019, 1, 8,18,    16.00, -9999.00,     3.70,    43.80, -9999.00, -9999.00,     1.00,    50.00,     0.00, -9999.00,    18.00, -9999.00,     0.00, -9999.00,  4000.00
    65, 41712,2019, 1, 8,21,    14.00, -9999.00,     3.50,    49.12, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    66, 41712,2019, 1, 9, 0,    11.00, -9999.00,     3.50,    59.82, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    67, 41712,2019, 1, 9, 3,     8.00, -9999.00,    -2.10,    47.85, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00, 10000.00
    68, 41712,2019, 1, 9, 6,    12.00, -9999.00,    -2.60,    35.10, -9999.00, -9999.00,     1.00,    90.00,     0.00, -9999.00,     6.00, -9999.00,    38.00, -9999.00, 10000.00
    69, 41712,2019, 1, 9, 9,    21.50, -9999.00,     3.80,    31.27, -9999.00, -9999.00,     1.00,    50.00, -9999.00,     0.00, -9999.00,     3.00,    88.00, -9999.00,  4000.00
    70, 41712,2019, 1, 9,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    71, 41712,2019, 1, 9,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    72, 41712,2019, 1, 9,18,    13.00, -9999.00,     4.80,    57.44, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    18.00, -9999.00,     0.00, -9999.00,  4000.00
    73, 41712,2019, 1, 9,21,     9.50, -9999.00,     0.10,    51.85, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
