RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41517,2019, 1, 2,     2.60,    -8.20, -9999.00, -9999.00,     0.30
     3, 41517,2019, 1, 3,     5.20,   -10.10, -9999.00, -9999.00,    26.90
     4, 41517,2019, 1, 4,     0.00,    -8.60, -9999.00, -9999.00,     0.00
     5, 41517,2019, 1, 5,    -8.00,    -9.50, -9999.00, -9999.00,     0.00
     6, 41517,2019, 1, 6,     3.60,   -10.60, -9999.00, -9999.00,     2.20
     7, 41517,2019, 1, 7,    -8.00,   -12.00, -9999.00, -9999.00,     0.00
     8, 41517,2019, 1, 8,     0.40,   -13.60, -9999.00, -9999.00,     0.00
     9, 41517,2019, 1, 9,    -1.00,   -10.40, -9999.00, -9999.00,     0.00
    10, 41517,2019, 1,10,     0.40,    -9.30, -9999.00, -9999.00,     0.20
    11, 41517,2019, 1,11,     0.30,    -6.50, -9999.00, -9999.00,     1.00
    12, 41517,2019, 1,12,     0.20,    -8.40, -9999.00, -9999.00,     0.40
    13, 41517,2019, 1,13,     2.60,    -8.40, -9999.00, -9999.00,     0.00
    14, 41517,2019, 1,14,     0.50,   -12.60, -9999.00, -9999.00,     0.00
    15, 41517,2019, 1,15,    -1.50,   -14.40, -9999.00, -9999.00,     0.00
    16, 41517,2019, 1,16,    -1.40,   -14.40, -9999.00, -9999.00,     2.00
    17, 41517,2019, 1,17,     0.30,    -9.60, -9999.00, -9999.00,     1.00
    18, 41517,2019, 1,18,     2.40,    -8.80, -9999.00, -9999.00,     0.00
    19, 41517,2019, 1,19,     0.40,    -5.60, -9999.00, -9999.00,     0.00
    20, 41517,2019, 1,20,     2.80,    -5.80, -9999.00, -9999.00,     4.50
    21, 41517,2019, 1,21,     2.50,    -5.80, -9999.00, -9999.00,     6.70
    22, 41517,2019, 1,22,     3.30,    -4.20, -9999.00, -9999.00,     2.90
    23, 41517,2019, 1,23,     2.50,    -8.70, -9999.00, -9999.00,     0.00
    24, 41517,2019, 1,24,     3.50,   -11.80, -9999.00, -9999.00,     0.00
    25, 41517,2019, 1,25,     2.30,   -10.70, -9999.00, -9999.00,     0.00
    26, 41517,2019, 1,26,     1.30,   -15.80, -9999.00, -9999.00,     0.00
    27, 41517,2019, 1,27,     1.20,   -15.60, -9999.00, -9999.00,     0.00
    28, 41517,2019, 1,28,    -0.20,   -15.60, -9999.00, -9999.00,     0.00
    29, 41517,2019, 1,29,    -1.00,   -19.60, -9999.00, -9999.00,     0.00
    30, 41517,2019, 1,30,    -0.40,   -19.40, -9999.00, -9999.00,     0.00
    31, 41517,2019, 1,31,     0.20,    -9.60, -9999.00, -9999.00,     2.40
    32, 41517,2019, 2, 1,     1.60,    -9.60, -9999.00, -9999.00,     5.50
    33, 41517,2019, 2, 2,     3.20,    -8.60, -9999.00, -9999.00,     1.00
    34, 41517,2019, 2, 3,     3.30,    -9.80, -9999.00, -9999.00,     0.00
    35, 41517,2019, 2, 4,     3.30,   -10.80, -9999.00, -9999.00,     0.00
    36, 41517,2019, 2, 5,     3.20,   -10.60, -9999.00, -9999.00,     2.10
    37, 41517,2019, 2, 6,     1.20,    -4.20, -9999.00, -9999.00,    11.40
    38, 41517,2019, 2, 7,     5.00,    -3.60, -9999.00, -9999.00,     7.90
    39, 41517,2019, 2, 8,     6.60,    -5.10, -9999.00, -9999.00,     3.40
    40, 41517,2019, 2, 9,     3.80,   -10.60, -9999.00, -9999.00,     0.00
