RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41738,2019, 1, 2,    30.00,    17.00, -9999.00, -9999.00,     0.00
     3, 41738,2019, 1, 3,    28.50,    11.00, -9999.00, -9999.00,     0.00
     4, 41738,2019, 1, 5, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     5, 41738,2019, 1, 5,    26.50,    16.00, -9999.00, -9999.00,     0.00
     6, 41738,2019, 1, 6,    27.00,    10.50, -9999.00, -9999.00,     0.00
     7, 41738,2019, 1, 7,    17.00,    12.50, -9999.00, -9999.00,     0.00
     8, 41738,2019, 1, 8,    27.00,    10.00, -9999.00, -9999.00,     0.00
     9, 41738,2019, 1, 9,    28.50,    10.00, -9999.00, -9999.00,     0.00
    10, 41738,2019, 1,10,    27.50,    11.00, -9999.00, -9999.00,     0.00
    11, 41738,2019, 1,11,    29.50,    16.00, -9999.00, -9999.00,     0.00
    12, 41738,2019, 1,12,    26.00,    16.00, -9999.00, -9999.00,     0.00
    13, 41738,2019, 1,13,    26.50,    13.50, -9999.00, -9999.00,     0.00
    14, 41738,2019, 1,14,    26.00,    12.00, -9999.00, -9999.00,     0.00
    15, 41738,2019, 1,15,    26.00,    12.00, -9999.00, -9999.00,     0.00
    16, 41738,2019, 1,16,    29.00,    12.00, -9999.00, -9999.00,     0.00
    17, 41738,2019, 1,17,    29.00,    12.00, -9999.00, -9999.00,     0.00
    18, 41738,2019, 1,18,    27.50,    13.00, -9999.00, -9999.00,     0.00
    19, 41738,2019, 1,19,    27.50,    17.50, -9999.00, -9999.00,     0.00
    20, 41738,2019, 1,20,    25.50,    11.50, -9999.00, -9999.00,     0.00
    21, 41738,2019, 1,21,    22.00,    11.00, -9999.00, -9999.00,     0.00
    22, 41738,2019, 1,22,    23.00,    10.50, -9999.00, -9999.00,     0.00
    23, 41738,2019, 1,23,    25.00,     9.50, -9999.00, -9999.00,     0.00
    24, 41738,2019, 1,24,    25.50,    10.00, -9999.00, -9999.00,     0.00
    25, 41738,2019, 1,25,    25.50,    10.50, -9999.00, -9999.00,     0.00
    26, 41738,2019, 1,26,    26.00,    12.50, -9999.00, -9999.00,     0.00
    27, 41738,2019, 1,27,    26.50,    15.00, -9999.00, -9999.00,     0.00
    28, 41738,2019, 1,28,    27.00,    16.50, -9999.00, -9999.00,     0.00
    29, 41738,2019, 1,29,    26.00,    17.00, -9999.00, -9999.00,     0.00
    30, 41738,2019, 1,30,    28.00,    19.00, -9999.00, -9999.00,     0.00
    31, 41738,2019, 1,31,    27.50,    16.00, -9999.00, -9999.00,     0.00
    32, 41738,2019, 2, 1,    27.00,     9.50, -9999.00, -9999.00,     0.00
    33, 41738,2019, 2, 2,    25.00,    14.00, -9999.00, -9999.00,     0.00
    34, 41738,2019, 2, 3,    24.00,    16.50, -9999.00, -9999.00,     0.00
    35, 41738,2019, 2, 4,    22.00,    16.00, -9999.00, -9999.00,     6.00
    36, 41738,2019, 2, 5,    24.50,    16.00, -9999.00, -9999.00,     0.00
    37, 41738,2019, 2, 6,    20.00,    14.50, -9999.00, -9999.00,     0.00
    38, 41738,2019, 2, 7,    23.00,    12.00, -9999.00, -9999.00,     0.00
    39, 41738,2019, 2, 8,    25.00,    12.50, -9999.00, -9999.00,     0.00
    40, 41738,2019, 2, 9,    26.00,    11.00, -9999.00, -9999.00,     0.00
    41, 41738,2019, 2,10,    25.50,    12.50, -9999.00, -9999.00,     0.00
    42, 41738,2019, 2,11,    26.00,    16.00, -9999.00, -9999.00,     0.00
    43, 41738,2019, 2,12,    26.00,    17.00, -9999.00, -9999.00,     0.00
    44, 41738,2019, 2,13,    26.00,    15.50, -9999.00, -9999.00,     4.00
    45, 41738,2019, 2,14,    24.50,    16.50, -9999.00, -9999.00,     0.00
    46, 41738,2019, 2,15,    27.00,    12.00, -9999.00, -9999.00,     0.00
    47, 41738,2019, 2,16,    28.50,    11.00, -9999.00, -9999.00,     0.00
    48, 41738,2019, 2,17,    24.00,    14.00, -9999.00, -9999.00,     0.00
    49, 41738,2019, 2,18,    27.50,    15.00, -9999.00, -9999.00,     0.00
    50, 41738,2019, 2,19,    26.50,    12.00, -9999.00, -9999.00,     0.00
    51, 41738,2019, 2,20,    26.00,    16.50, -9999.00, -9999.00,     0.00
    52, 41738,2019, 2,21,    24.00,    12.00, -9999.00, -9999.00,    18.00
    53, 41738,2019, 2,22,    25.00,     9.00, -9999.00, -9999.00,     0.00
    54, 41738,2019, 2,23,    25.00,    12.00, -9999.00, -9999.00,     0.00
    55, 41738,2019, 2,24,    29.00,    13.00, -9999.00, -9999.00,     0.00
    56, 41738,2019, 2,25,    30.00,    15.00, -9999.00, -9999.00,     0.00
    57, 41738,2019, 2,26,    27.50,    16.00, -9999.00, -9999.00,     0.00
    58, 41738,2019, 2,27,    30.00,    11.00, -9999.00, -9999.00,     0.00
    59, 41738,2019, 2,28,    23.50,    14.00, -9999.00, -9999.00,     0.00
    60, 41738,2019, 3, 1,    20.50,    14.00, -9999.00, -9999.00,     0.40
    61, 41738,2019, 3, 2,    26.50,    18.00, -9999.00, -9999.00,    14.70
    62, 41738,2019, 3, 3,    26.50,    12.00, -9999.00, -9999.00,     0.00
    63, 41738,2019, 3, 4,    27.50,    13.00, -9999.00, -9999.00,     0.00
    64, 41738,2019, 3, 5,    29.00,    13.00, -9999.00, -9999.00,     0.00
    65, 41738,2019, 3, 6,    29.50,    12.00, -9999.00, -9999.00,     0.00
    66, 41738,2019, 3, 7,    27.50,    14.00, -9999.00, -9999.00,     0.00
    67, 41738,2019, 3, 8,    28.50,    14.00, -9999.00, -9999.00,     8.10
    68, 41738,2019, 3, 9,    29.00,    15.00, -9999.00, -9999.00,     0.00
    69, 41738,2019, 3,10,    27.00,    15.00, -9999.00, -9999.00,     0.00
    70, 41738,2019, 3,11,    27.00,    13.50, -9999.00, -9999.00,     0.00
    71, 41738,2019, 3,12,    26.50,    13.50, -9999.00, -9999.00,     0.00
    72, 41738,2019, 3,13,    27.00,    11.00, -9999.00, -9999.00,     3.60
    73, 41738,2019, 3,14,    29.50,    14.00, -9999.00, -9999.00,     0.00
    74, 41738,2019, 3,15,    29.50,    14.00, -9999.00, -9999.00,     0.00
    75, 41738,2019, 3,16,    29.50,    16.00, -9999.00, -9999.00,     0.00
    76, 41738,2019, 3,17,    32.00,    14.00, -9999.00, -9999.00,     0.00
    77, 41738,2019, 3,18,    29.50,    16.00, -9999.00, -9999.00,     0.00
    78, 41738,2019, 3,19,    31.00,    18.00, -9999.00, -9999.00,     0.00
    79, 41738,2019, 3,20,    33.50,    16.00, -9999.00, -9999.00,     0.00
    80, 41738,2019, 3,21,    31.00,    17.50, -9999.00, -9999.00,     0.00
    81, 41738,2019, 3,22,    29.50,    17.50, -9999.00, -9999.00,     0.00
    82, 41738,2019, 3,23,    32.50,    18.50, -9999.00, -9999.00,     0.00
    83, 41738,2019, 3,24,    29.50,    20.00, -9999.00, -9999.00,     0.00
    84, 41738,2019, 3,25,    29.50,    17.00, -9999.00, -9999.00,     0.00
    85, 41738,2019, 3,26,    34.00,    18.00, -9999.00, -9999.00,     0.00
    86, 41738,2019, 3,27,    34.50,    19.00, -9999.00, -9999.00,     0.00
    87, 41738,2019, 3,28,    34.50,    21.00, -9999.00, -9999.00,     0.00
    88, 41738,2019, 3,29,    36.50,    21.00, -9999.00, -9999.00,     0.00
    89, 41738,2019, 3,30,    37.50,    24.50, -9999.00, -9999.00,     0.00
    90, 41738,2019, 3,31,    38.50,    19.00, -9999.00, -9999.00,     0.00
    91, 41738,2019, 4, 1,    40.50,    21.00, -9999.00, -9999.00,     0.00
    92, 41738,2019, 4, 2,    41.50,    21.50, -9999.00, -9999.00,     0.00
    93, 41738,2019, 4, 3,    41.00,    22.00, -9999.00, -9999.00,     0.00
    94, 41738,2019, 4, 4,    42.00,    23.50, -9999.00, -9999.00,     0.00
    95, 41738,2019, 4, 5,    43.00,    22.50, -9999.00, -9999.00,     0.00
    96, 41738,2019, 4, 6,    42.50,    24.00, -9999.00, -9999.00,     0.00
    97, 41738,2019, 4, 7,    41.50,    25.00, -9999.00, -9999.00,     0.00
    98, 41738,2019, 4, 8,    41.00,    24.00, -9999.00, -9999.00,     0.00
    99, 41738,2019, 4, 9,    39.50,    24.50, -9999.00, -9999.00,     0.00
   100, 41738,2019, 4,10,    39.00,    23.00, -9999.00, -9999.00,     0.00
   101, 41738,2019, 4,11,    38.50,    25.00, -9999.00, -9999.00,     0.00
   102, 41738,2019, 4,12,    37.00,    25.00, -9999.00, -9999.00,     0.00
   103, 41738,2019, 4,13,    34.00,    25.00, -9999.00, -9999.00,     0.00
   104, 41738,2019, 4,14,    27.50,    20.00, -9999.00, -9999.00,     0.40
   105, 41738,2019, 4,15,    26.00,    18.50, -9999.00, -9999.00,    14.00
   106, 41738,2019, 4,16,    31.50,    18.00, -9999.00, -9999.00,     0.00
   107, 41738,2019, 4,17,    34.50,    19.00, -9999.00, -9999.00,     0.00
   108, 41738,2019, 4,18,    37.50,    19.00, -9999.00, -9999.00,     0.00
   109, 41738,2019, 4,19,    36.50,    21.00, -9999.00, -9999.00,     0.00
   110, 41738,2019, 4,20,    38.50,    22.50, -9999.00, -9999.00,     0.00
   111, 41738,2019, 4,21,    39.00,    22.50, -9999.00, -9999.00,     0.00
   112, 41738,2019, 4,22,    40.00,    24.00, -9999.00, -9999.00,     0.00
   113, 41738,2019, 4,24, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
   114, 41738,2019, 4,24,    40.00,    25.00, -9999.00, -9999.00,     0.00
