RECDNO,STATNO,YYYY,MM,DD,HH,TEMPERATR,WET TEMP ,DEWPOINT ,RELHUMIDY,SEALVLPRS,SURFPRESS,WINDSPEED,DIRECTION, RAIN 1  , RAIN 2   ,RPeriodi 1,RPeriod 2,TLTCLOUD ,LOW CLOUD,VISIBLITY
     2, 41710,2019, 1, 1, 0,    13.50, -9999.00,    -5.80,    24.24,  1015.90, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,    38.00, -9999.00,  4000.00
     0, 41710,   0, 0, 0, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00
     4, 41710,2019, 1, 1, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     5, 41710,2019, 1, 1,12, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     6, 41710,2019, 1, 1,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     7, 41710,2019, 1, 1,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     8, 41710,2019, 1, 1,21, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     9, 41710,2019, 1, 2, 0, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    10, 41710,2019, 1, 2, 0,     9.50, -9999.00,    -9.80,    22.28,  1020.50, -9999.00,     1.00,   270.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    11, 41710,2019, 1, 2, 6, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    12, 41710,2019, 1, 2, 6,    17.50, -9999.00,    -8.70,    14.57,  1020.20, -9999.00,     2.10,    90.00,     0.00, -9999.00,     6.00, -9999.00,     0.00, -9999.00, 10000.00
    13, 41710,2019, 1, 2, 9,    21.00, -9999.00,    -7.10,    13.48,  1015.90, -9999.00,     3.10,   130.00, -9999.00,     0.00, -9999.00,     3.00,    63.00, -9999.00, 10000.00
    14, 41710,2019, 1, 2,12,    21.50, -9999.00,    -8.40,    11.67,  1014.80, -9999.00,     1.00,   130.00,     0.00, -9999.00,    12.00,     3.00,    63.00, -9999.00, 10000.00
    15, 41710,2019, 1, 2,15,    17.50, -9999.00,    -8.70,    14.57,  1017.30, -9999.00,     1.00,    50.00, -9999.00,     0.00, -9999.00,     3.00,   100.00, -9999.00,  4000.00
    16, 41710,2019, 1, 2,18,    16.50, -9999.00,    -6.10,    19.47,  1017.80, -9999.00,     1.00,    50.00,     0.00, -9999.00,    18.00, -9999.00,    63.00, -9999.00,  4000.00
    17, 41710,2019, 1, 2,21,    14.50, -9999.00,    -5.90,    22.52,  1018.10, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    50.00, -9999.00,  4000.00
    18, 41710,2019, 1, 3, 0,    13.00, -9999.00,    -6.90,    22.78,  1019.20, -9999.00,     1.00,    50.00,     0.00, -9999.00,    12.00,     3.00,    50.00, -9999.00,  4000.00
    19, 41710,2019, 1, 3, 3,    11.00, -9999.00,    -6.60,    26.67,  1019.20, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    75.00, -9999.00, 10000.00
