RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41716,2019, 1, 2,    23.40,     8.20, -9999.00, -9999.00,     0.00
     3, 41716,2019, 1, 3,    21.40,     8.70, -9999.00, -9999.00,     0.00
     4, 41716,2019, 1, 4,    17.50,     8.40, -9999.00, -9999.00,     0.00
     5, 41716,2019, 1, 5,    12.50,     8.00, -9999.00, -9999.00,     0.00
     6, 41716,2019, 1, 6,    20.30,     9.00, -9999.00, -9999.00,     0.00
     7, 41716,2019, 1, 7,    12.50,     9.00, -9999.00, -9999.00,     0.00
     8, 41716,2019, 1, 8,    21.20,     7.20, -9999.00, -9999.00,     0.00
     9, 41716,2019, 1, 9,    23.20,     6.30, -9999.00, -9999.00,     0.00
    10, 41716,2019, 1,10,    26.20,     6.30, -9999.00, -9999.00,     0.00
    11, 41716,2019, 1,11,    21.30,     9.50, -9999.00, -9999.00,     0.00
    12, 41716,2019, 1,12,    20.30,     9.90, -9999.00, -9999.00,     2.00
    13, 41716,2019, 1,13,    20.30,     7.80, -9999.00, -9999.00,     1.00
    14, 41716,2019, 1,14,    20.50,     7.20, -9999.00, -9999.00,     0.00
    15, 41716,2019, 1,15,    22.50,     5.50, -9999.00, -9999.00,     0.00
    16, 41716,2019, 1,16,    24.20,     7.30, -9999.00, -9999.00,     0.00
    17, 41716,2019, 1,17,    22.40,     6.20, -9999.00, -9999.00,     0.00
    18, 41716,2019, 1,18,    22.80,     6.80, -9999.00, -9999.00,     0.00
    19, 41716,2019, 1,19,    22.40,     7.20, -9999.00, -9999.00,     0.00
    20, 41716,2019, 1,20,    22.60,     8.10, -9999.00, -9999.00,     0.00
    21, 41716,2019, 1,21,    20.40,     7.80, -9999.00, -9999.00,     1.00
    22, 41716,2019, 1,22,    21.60,     5.20, -9999.00, -9999.00,     0.00
    23, 41716,2019, 1,23,    17.00,     6.20, -9999.00, -9999.00,     0.00
    24, 41716,2019, 1,24,    16.20,     6.40, -9999.00, -9999.00,     0.00
    25, 41716,2019, 1,25,    19.00,     5.50, -9999.00, -9999.00,     0.00
    26, 41716,2019, 1,26,    20.20,     4.40, -9999.00, -9999.00,     0.00
    27, 41716,2019, 1,27,    22.20,     5.50, -9999.00, -9999.00,     0.00
    28, 41716,2019, 1,28,    23.00,     5.80, -9999.00, -9999.00,     0.00
    29, 41716,2019, 1,29,    24.00,     5.50, -9999.00, -9999.00,     0.00
    30, 41716,2019, 1,30,    16.50,     6.00, -9999.00, -9999.00,     0.00
    31, 41716,2019, 1,31,    18.50,     7.50, -9999.00, -9999.00,     4.00
    32, 41716,2019, 2, 1,    19.50,     6.50, -9999.00, -9999.00,     0.00
    33, 41716,2019, 2, 2,    21.50,     5.50, -9999.00, -9999.00,     0.00
    34, 41716,2019, 2, 3,    23.20,     6.00, -9999.00, -9999.00,     0.00
    35, 41716,2019, 2, 4,    23.50,     6.20, -9999.00, -9999.00,     0.00
    36, 41716,2019, 2, 5,    25.20,     9.40, -9999.00, -9999.00,     0.00
    37, 41716,2019, 2, 6,    23.40,    10.20, -9999.00, -9999.00,     0.00
    38, 41716,2019, 2, 7,    19.60,     7.80, -9999.00, -9999.00,     0.00
    39, 41716,2019, 2, 8,    20.60,     6.80, -9999.00, -9999.00,     0.00
    40, 41716,2019, 2, 9,    22.80,     4.80, -9999.00, -9999.00,     0.00
    41, 41716,2019, 2,10,    24.20,     6.80, -9999.00, -9999.00,     0.00
    42, 41716,2019, 2,11,    21.30,     8.20, -9999.00, -9999.00,     0.00
    43, 41716,2019, 2,12,    24.30,     9.40, -9999.00, -9999.00,     0.00
    44, 41716,2019, 2,13,    22.30,    11.30, -9999.00, -9999.00,     0.00
    45, 41716,2019, 2,14,    26.20,    11.40, -9999.00, -9999.00,     0.00
    46, 41716,2019, 2,15,    25.20,     9.80, -9999.00, -9999.00,     0.00
    47, 41716,2019, 2,16,    25.30,     8.30, -9999.00, -9999.00,     0.00
    48, 41716,2019, 2,17,    27.20,    11.30, -9999.00, -9999.00,     0.00
    49, 41716,2019, 2,18,    24.40,     9.30, -9999.00, -9999.00,     0.00
    50, 41716,2019, 2,19,    22.50,     8.30, -9999.00, -9999.00,     0.00
    51, 41716,2019, 2,20,    15.00,     9.80, -9999.00, -9999.00,     2.00
    52, 41716,2019, 2,21,    22.00,     9.00, -9999.00, -9999.00,    23.70
    53, 41716,2019, 2,22,    23.30,     8.40, -9999.00, -9999.00,     0.00
    54, 41716,2019, 2,23,    22.00,     9.40, -9999.00, -9999.00,     0.00
    55, 41716,2019, 2,24,    26.30,     9.50, -9999.00, -9999.00,     0.00
    56, 41716,2019, 2,25,    26.40,    10.10, -9999.00, -9999.00,     0.00
    57, 41716,2019, 2,26,    20.50,     9.60, -9999.00, -9999.00,     0.00
    58, 41716,2019, 2,27,    23.10,     8.00, -9999.00, -9999.00,     0.00
    59, 41716,2019, 2,28,    25.20,     8.80, -9999.00, -9999.00,     0.00
    60, 41716,2019, 3, 1,    23.20,     9.20, -9999.00, -9999.00,     0.00
    61, 41716,2019, 3, 2,    13.20,    10.30, -9999.00, -9999.00,     4.00
    62, 41716,2019, 3, 3,    17.20,    10.40, -9999.00, -9999.00,     1.00
    63, 41716,2019, 3, 4,    24.30,     8.50, -9999.00, -9999.00,     0.00
    64, 41716,2019, 3, 5,    27.20,     9.50, -9999.00, -9999.00,     0.00
    65, 41716,2019, 3, 6,    28.50,    10.00, -9999.00, -9999.00,     0.00
    66, 41716,2019, 3, 7,    30.20,    10.50, -9999.00, -9999.00,     0.00
    67, 41716,2019, 3, 8,    22.00,    14.40, -9999.00, -9999.00,     7.50
    68, 41716,2019, 3, 9,    27.00,    11.50, -9999.00, -9999.00,     0.00
    69, 41716,2019, 3,10,    29.20,    11.50, -9999.00, -9999.00,     0.00
    70, 41716,2019, 3,11,    23.40,    11.20, -9999.00, -9999.00,     2.00
    71, 41716,2019, 3,12,    24.60,    11.50, -9999.00, -9999.00,     0.00
    72, 41716,2019, 3,13,    25.60,    13.00, -9999.00, -9999.00,     0.00
    73, 41716,2019, 3,14,    25.90,    11.80, -9999.00, -9999.00,     0.00
    74, 41716,2019, 3,15,    28.60,    11.40, -9999.00, -9999.00,     0.00
    75, 41716,2019, 3,16,    28.20,    12.20, -9999.00, -9999.00,     0.00
    76, 41716,2019, 3,17,    31.40,    12.20, -9999.00, -9999.00,     0.00
    77, 41716,2019, 3,18,    26.50,    15.00, -9999.00, -9999.00,     0.00
    78, 41716,2019, 3,19,    31.00,    14.00, -9999.00, -9999.00,     0.00
    79, 41716,2019, 3,20,    29.00,    15.00, -9999.00, -9999.00,     0.00
    80, 41716,2019, 3,21,    30.00,    15.00, -9999.00, -9999.00,     0.00
    81, 41716,2019, 3,22,    31.50,    16.00, -9999.00, -9999.00,     0.00
    82, 41716,2019, 3,23,    32.00,    16.00, -9999.00, -9999.00,     0.00
    83, 41716,2019, 3,24,    30.00,    16.00, -9999.00, -9999.00,     0.00
    84, 41716,2019, 3,25,    32.00,    18.00, -9999.00, -9999.00,     0.00
    85, 41716,2019, 3,26,    34.80,    17.00, -9999.00, -9999.00,     0.00
    86, 41716,2019, 3,27,    37.40,    18.80, -9999.00, -9999.00,     0.00
    87, 41716,2019, 3,28,    37.50,    20.00, -9999.00, -9999.00,     0.00
    88, 41716,2019, 3,29,    36.00,    20.40, -9999.00, -9999.00,     0.00
    89, 41716,2019, 3,30,    37.80,    20.50, -9999.00, -9999.00,     0.00
    90, 41716,2019, 3,31,    36.60,    18.30, -9999.00, -9999.00,     0.00
    91, 41716,2019, 4, 1,    36.50,    18.20, -9999.00, -9999.00,     0.00
    92, 41716,2019, 4, 2,    39.60,    19.00, -9999.00, -9999.00,     0.00
    93, 41716,2019, 4, 3,    42.20,    20.20, -9999.00, -9999.00,     0.00
    94, 41716,2019, 4, 4,    42.00,    20.50, -9999.00, -9999.00,     0.00
    95, 41716,2019, 4, 5,    43.00,    23.30, -9999.00, -9999.00,     0.00
    96, 41716,2019, 4, 6,    43.20,    21.50, -9999.00, -9999.00,     0.00
    97, 41716,2019, 4, 7,    42.00,    22.50, -9999.00, -9999.00,     0.00
    98, 41716,2019, 4, 8,    38.50,    21.80, -9999.00, -9999.00,     0.00
    99, 41716,2019, 4, 9,    41.20,    22.70, -9999.00, -9999.00,     0.00
   100, 41716,2019, 4,10,    38.40,    23.10, -9999.00, -9999.00,     0.00
   101, 41716,2019, 4,11,    40.20,    23.50, -9999.00, -9999.00,     0.00
   102, 41716,2019, 4,12,    35.50,    20.20, -9999.00, -9999.00,     0.00
   103, 41716,2019, 4,13,    36.80,    20.20, -9999.00, -9999.00,     0.00
   104, 41716,2019, 4,14,    37.40,    21.80, -9999.00, -9999.00,     0.00
   105, 41716,2019, 4,15,    33.80,    21.00, -9999.00, -9999.00,     2.00
   106, 41716,2019, 4,16,    29.40,    17.00, -9999.00, -9999.00,    18.00
