RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41524,2019, 1, 2,    10.00,     4.00, -9999.00, -9999.00,     9.00
     3, 41524,2019, 1, 3,    16.00,     1.00, -9999.00, -9999.00,     2.00
     4, 41524,2019, 1, 4,    12.50,     1.50, -9999.00, -9999.00,     0.00
     5, 41524,2019, 1, 5,     5.50,     5.50, -9999.00, -9999.00,     6.00
     6, 41524,2019, 1, 6,    15.00,     0.00, -9999.00, -9999.00,     5.00
     7, 41524,2019, 1, 7,     9.00,     9.00, -9999.00, -9999.00,     0.00
     8, 41524,2019, 1, 8,    15.00,     1.00, -9999.00, -9999.00,     0.00
     9, 41524,2019, 1, 9,    17.00,     1.00, -9999.00, -9999.00,     0.00
    10, 41524,2019, 1,10,    16.00,     3.00, -9999.00, -9999.00,     0.00
    11, 41524,2019, 1,11,     9.00,     3.00, -9999.00, -9999.00,     0.00
    12, 41524,2019, 1,12,     5.00,     1.00, -9999.00, -9999.00,    18.00
    13, 41524,2019, 1,13,    13.50,     1.00, -9999.00, -9999.00,    13.00
    14, 41524,2019, 1,14,    14.50,     4.00, -9999.00, -9999.00,     0.00
    15, 41524,2019, 1,15,    14.00,     2.00, -9999.00, -9999.00,     0.00
    16, 41524,2019, 1,16,    12.00,     3.00, -9999.00, -9999.00,     0.00
    17, 41524,2019, 1,17,    15.00,     1.00, -9999.00, -9999.00,     6.00
    18, 41524,2019, 1,18,    15.00,     3.00, -9999.00, -9999.00,     0.00
    19, 41524,2019, 1,19,    12.00,     3.00, -9999.00, -9999.00,     0.00
    20, 41524,2019, 1,20,     7.00,     1.00, -9999.00, -9999.00,    11.00
    21, 41524,2019, 1,21,     6.00,     1.00, -9999.00, -9999.00,    24.00
    22, 41524,2019, 1,22,     6.00,     0.00, -9999.00, -9999.00,    27.00
    23, 41524,2019, 1,23,    10.00,     4.00, -9999.00, -9999.00,     9.00
    24, 41524,2019, 1,24,     9.50,     1.00, -9999.00, -9999.00,     0.00
    25, 41524,2019, 1,25,    13.00,     1.50, -9999.00, -9999.00,     0.00
    26, 41524,2019, 1,26,    14.00,     1.00, -9999.00, -9999.00,     0.00
    27, 41524,2019, 1,27,    14.00,     5.00, -9999.00, -9999.00,     0.00
    28, 41524,2019, 1,28,    14.50,     5.00, -9999.00, -9999.00,     0.00
    29, 41524,2019, 1,29,    15.00,     6.00, -9999.00, -9999.00,     0.00
    30, 41524,2019, 1,30,    15.00,     8.00, -9999.00, -9999.00,     0.00
    31, 41524,2019, 1,31,    11.00,     7.00, -9999.00, -9999.00,     0.00
    32, 41524,2019, 2, 1,    18.00,     5.00, -9999.00, -9999.00,     2.00
    33, 41524,2019, 2, 2,    18.00,     5.00, -9999.00, -9999.00,     0.00
    34, 41524,2019, 2, 3,    18.50,     7.00, -9999.00, -9999.00,     0.00
    35, 41524,2019, 2, 4,    14.50,     7.00, -9999.00, -9999.00,     0.00
    36, 41524,2019, 2, 5,    10.00,     6.00, -9999.00, -9999.00,     0.00
    37, 41524,2019, 2, 6,     7.50,     4.00, -9999.00, -9999.00,    16.00
    38, 41524,2019, 2, 7,    12.00,     2.50, -9999.00, -9999.00,    21.00
    39, 41524,2019, 2, 8,    13.00,     3.00, -9999.00, -9999.00,     2.00
    40, 41524,2019, 2, 9,    16.50,     3.50, -9999.00, -9999.00,     6.00
    41, 41524,2019, 2,10,    19.00,     6.00, -9999.00, -9999.00,     0.00
    42, 41524,2019, 2,11,    18.00,     7.50, -9999.00, -9999.00,     0.00
    43, 41524,2019, 2,12,    14.50,     6.00, -9999.00, -9999.00,     0.00
    44, 41524,2019, 2,13,    11.00,     6.00, -9999.00, -9999.00,     6.00
    45, 41524,2019, 2,14,     9.50,     4.50, -9999.00, -9999.00,    12.00
    46, 41524,2019, 2,15,    17.50,     4.00, -9999.00, -9999.00,    18.00
    47, 41524,2019, 2,16,    19.50,     5.00, -9999.00, -9999.00,     0.00
    48, 41524,2019, 2,17,    16.50,     8.00, -9999.00, -9999.00,     0.00
    49, 41524,2019, 2,18,     9.00,     6.50, -9999.00, -9999.00,    17.00
    50, 41524,2019, 2,19,    13.00,     6.50, -9999.00, -9999.00,     8.00
    51, 41524,2019, 2,20,    11.00,     5.50, -9999.00, -9999.00,     4.00
    52, 41524,2019, 2,21,     8.00,     5.50, -9999.00, -9999.00,     7.00
    53, 41524,2019, 2,22,    17.00,     4.50, -9999.00, -9999.00,    24.00
    54, 41524,2019, 2,23,    17.00,     6.50, -9999.00, -9999.00,     0.00
    55, 41524,2019, 2,24,    18.50,     8.00, -9999.00, -9999.00,     0.00
    56, 41524,2019, 2,26, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    57, 41524,2019, 2,26,    13.00,     5.00, -9999.00, -9999.00,     0.00
    58, 41524,2019, 2,27,    17.00,     6.00, -9999.00, -9999.00,     0.00
    59, 41524,2019, 2,28,    19.00,     5.50, -9999.00, -9999.00,     0.00
    60, 41524,2019, 3, 2, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    61, 41524,2019, 3, 2,    10.00,     7.50, -9999.00, -9999.00,     0.00
    62, 41524,2019, 3, 3,    10.00,     6.50, -9999.00, -9999.00,    20.00
    63, 41524,2019, 3, 4,    21.00,     6.00, -9999.00, -9999.00,     2.00
    64, 41524,2019, 3, 5,    22.00,     8.00, -9999.00, -9999.00,     0.00
    65, 41524,2019, 3, 6,    23.00,     3.00, -9999.00, -9999.00,     0.00
    66, 41524,2019, 3, 7,    18.00,     4.00, -9999.00, -9999.00,     0.00
    67, 41524,2019, 3, 8,    22.00,     3.50, -9999.00, -9999.00,     0.00
    68, 41524,2019, 3, 9,    23.00,     4.00, -9999.00, -9999.00,     0.00
    69, 41524,2019, 3,10,    22.50,     5.00, -9999.00, -9999.00,     0.00
    70, 41524,2019, 3,11,    12.00,     6.00, -9999.00, -9999.00,     2.00
    71, 41524,2019, 3,12,    18.00,     3.00, -9999.00, -9999.00,    22.00
    72, 41524,2019, 3,13,    16.00,     7.00, -9999.00, -9999.00,     0.00
    73, 41524,2019, 3,14,    18.00,     6.00, -9999.00, -9999.00,     0.00
    74, 41524,2019, 3,15,    24.50,     7.00, -9999.00, -9999.00,     0.00
    75, 41524,2019, 3,16,    24.50,     7.50, -9999.00, -9999.00,     0.00
    76, 41524,2019, 3,17,    29.00,     7.00, -9999.00, -9999.00,     0.00
    77, 41524,2019, 3,18,    25.00,     9.00, -9999.00, -9999.00,     0.00
    78, 41524,2019, 3,19,    15.00,    14.00, -9999.00, -9999.00,     0.00
    79, 41524,2019, 3,20,    15.00,     9.00, -9999.00, -9999.00,    12.00
    80, 41524,2019, 3,21,    20.50,     5.00, -9999.00, -9999.00,     2.00
    81, 41524,2019, 3,22,    28.00,     6.00, -9999.00, -9999.00,     0.00
    82, 41524,2019, 3,23,    23.00,     8.00, -9999.00, -9999.00,     0.00
    83, 41524,2019, 3,24,    25.00,     7.00, -9999.00, -9999.00,     0.00
    84, 41524,2019, 3,25,    27.00,     6.50, -9999.00, -9999.00,     0.00
    85, 41524,2019, 3,26,    28.00,     8.00, -9999.00, -9999.00,     0.00
    86, 41524,2019, 3,27,    28.50,    14.00, -9999.00, -9999.00,     0.00
    87, 41524,2019, 3,28,    26.50,    10.00, -9999.00, -9999.00,     0.00
    88, 41524,2019, 3,29,    27.00,     9.50, -9999.00, -9999.00,     0.00
    89, 41524,2019, 3,30,    19.50,     7.00, -9999.00, -9999.00,    10.00
    90, 41524,2019, 3,31,    26.00,     7.50, -9999.00, -9999.00,     0.00
