RECDNO,STATNO,YYYY,MM,DD,HH,TEMPERATR,WET TEMP ,DEWPOINT ,RELHUMIDY,SEALVLPRS,SURFPRESS,WINDSPEED,DIRECTION, RAIN 1  , RAIN 2   ,RPeriodi 1,RPeriod 2,TLTCLOUD ,LOW CLOUD,VISIBLITY
     2, 41535,2019, 1, 1, 0,     1.00, -9999.00,    -4.90,    61.67, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
     0, 41535,   0, 0, 0, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00
     4, 41535,2019, 1, 1, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     5, 41535,2019, 1, 1,12, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     6, 41535,2019, 1, 1,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     7, 41535,2019, 1, 1,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     8, 41535,2019, 1, 1,21, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     9, 41535,2019, 1, 2, 0, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    10, 41535,2019, 1, 2, 3, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    11, 41535,2019, 1, 2, 3,     4.00, -9999.00,     2.80,    91.87, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     7.00, -9999.00,     3.00,   100.00, -9999.00, 10000.00
    12, 41535,2019, 1, 2, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    13, 41535,2019, 1, 2, 9,     8.00, -9999.00,     3.60,    73.72, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    88.00, -9999.00, 10000.00
    14, 41535,2019, 1, 2,12,     8.00, -9999.00,     5.30,    83.04, -9999.00, -9999.00,     0.00,     0.00,     7.00,     1.00,    12.00,     3.00,    88.00, -9999.00, 10000.00
    15, 41535,2019, 1, 2,15,     5.50, -9999.00,     2.00,    78.15, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    16, 41535,2019, 1, 2,18,     3.50, -9999.00,     1.00,    83.67, -9999.00, -9999.00,     0.00,     0.00,     7.00, -9999.00,    18.00, -9999.00,     0.00, -9999.00,  4000.00
    17, 41535,2019, 1, 2,21,     1.50, -9999.00,    -1.10,    81.93, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    18, 41535,2019, 1, 3, 0,    -0.50, -9999.00,    -3.40,    78.48, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    19, 41535,2019, 1, 3, 3,    -0.50, -9999.00,    -3.40,    78.48, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00, 10000.00
    20, 41535,2019, 1, 3, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    21, 41535,2019, 1, 3, 9,    11.50, -9999.00,    -1.70,    39.12, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    38.00, -9999.00, 10000.00
    22, 41535,2019, 1, 3,12,    10.00, -9999.00,    -0.70,    46.97, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00, 10000.00
    23, 41535,2019, 1, 3,15,     6.00, -9999.00,    -1.60,    57.24, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    24, 41535,2019, 1, 3,18,     3.50, -9999.00,    -1.80,    67.03, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    18.00, -9999.00,     0.00, -9999.00,  4000.00
    25, 41535,2019, 1, 3,21,     1.50, -9999.00,    -2.70,    71.68, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    26, 41535,2019, 1, 4, 0,    -0.50, -9999.00,    -3.40,    78.48, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    27, 41535,2019, 1, 4, 3,     2.50, -9999.00,    -1.50,    73.78, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    75.00, -9999.00, 10000.00
    28, 41535,2019, 1, 4, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    29, 41535,2019, 1, 4, 9,    10.50, -9999.00,    -1.60,    42.16, -9999.00, -9999.00,     2.10,    50.00, -9999.00,     0.00, -9999.00,     3.00,    88.00, -9999.00, 10000.00
    30, 41535,2019, 1, 4,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    31, 41535,2019, 1, 4,15,     6.00, -9999.00,     2.60,    78.78, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     1.00, -9999.00,     3.00,    88.00, -9999.00,  4000.00
    32, 41535,2019, 1, 4,21, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    33, 41535,2019, 1, 4,21,     4.00, -9999.00,     1.60,    84.33, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    75.00, -9999.00,  4000.00
    34, 41535,2019, 1, 5, 0,     2.00, -9999.00,    -0.60,    82.39, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,    75.00, -9999.00,  4000.00
    35, 41535,2019, 1, 5, 6, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    36, 41535,2019, 1, 5, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    37, 41535,2019, 1, 5,12, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    38, 41535,2019, 1, 5,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    39, 41535,2019, 1, 5,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    40, 41535,2019, 1, 5,18,     1.00, -9999.00,    -0.30,    90.74, -9999.00, -9999.00,     0.00,     0.00,    17.00, -9999.00,    18.00, -9999.00,    88.00, -9999.00,  4000.00
    41, 41535,2019, 1, 5,21,     0.00, -9999.00,    -1.40,    89.06, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,    88.00, -9999.00,  4000.00
    42, 41535,2019, 1, 6, 0,    -0.50, -9999.00,    -3.40,    78.48, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,    12.00,     3.00,    88.00, -9999.00,  4000.00
    43, 41535,2019, 1, 6, 3,    -1.00, -9999.00,    -4.00,    77.75, -9999.00, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00, 10000.00
    44, 41535,2019, 1, 6, 6,     5.50, -9999.00,     2.00,    78.15, -9999.00, -9999.00,     0.00,     0.00,     0.00, -9999.00,     6.00, -9999.00,     0.00, -9999.00, 10000.00
    45, 41535,2019, 1, 6, 9,    10.00, -9999.00,     2.20,    58.32, -9999.00, -9999.00,     1.00,   230.00, -9999.00,     0.00, -9999.00,     3.00,    50.00, -9999.00, 10000.00
    46, 41535,2019, 1, 6,12,     9.00, -9999.00,     2.30,    62.82, -9999.00, -9999.00,     1.00,   180.00,     0.00, -9999.00,    12.00,     3.00,    50.00, -9999.00, 10000.00
