RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41515,2019, 1, 2,     9.60,    -0.10, -9999.00, -9999.00,     1.30
     3, 41515,2019, 1, 3,    10.60,     0.00, -9999.00, -9999.00,     0.00
     4, 41515,2019, 1, 4,     6.50,    -0.60, -9999.00, -9999.00,     0.00
     5, 41515,2019, 1, 5,     2.80,     1.60, -9999.00, -9999.00,     6.00
     6, 41515,2019, 1, 6,    10.50,    -3.20, -9999.00, -9999.00,     2.70
     7, 41515,2019, 1, 7,     3.30,     0.40, -9999.00, -9999.00,     0.00
     8, 41515,2019, 1, 8,     7.60,    -3.00, -9999.00, -9999.00,     0.00
     9, 41515,2019, 1, 9,    10.20,    -2.60, -9999.00, -9999.00,     0.00
    10, 41515,2019, 1,10,     8.80,    -1.40, -9999.00, -9999.00,     0.00
    11, 41515,2019, 1,11,     6.60,    -0.70, -9999.00, -9999.00,     0.00
    12, 41515,2019, 1,12,     3.60,    -2.00, -9999.00, -9999.00,     6.00
    13, 41515,2019, 1,13,     5.70,    -4.40, -9999.00, -9999.00,     5.40
    14, 41515,2019, 1,14,     5.90,    -4.60, -9999.00, -9999.00,     0.00
    15, 41515,2019, 1,15,     9.50,    -4.20, -9999.00, -9999.00,     0.00
    16, 41515,2019, 1,16,     8.00,    -4.00, -9999.00, -9999.00,     0.00
    17, 41515,2019, 1,17,    10.00,    -1.00, -9999.00, -9999.00,     0.00
    18, 41515,2019, 1,18,     7.00,    -1.50, -9999.00, -9999.00,     0.00
    19, 41515,2019, 1,19,     7.20,    -1.40, -9999.00, -9999.00,     0.00
    20, 41515,2019, 1,20,     2.40,    -2.00, -9999.00, -9999.00,     9.00
    21, 41515,2019, 1,21,     5.40,    -2.00, -9999.00, -9999.00,    21.80
    22, 41515,2019, 1,22,     6.00,    -1.90, -9999.00, -9999.00,     2.70
    23, 41515,2019, 1,23,     6.00,     0.70, -9999.00, -9999.00,    14.00
    24, 41515,2019, 1,24,     6.60,    -1.60, -9999.00, -9999.00,     3.00
    25, 41515,2019, 1,25,     7.00,    -1.60, -9999.00, -9999.00,     0.00
    26, 41515,2019, 1,26,     8.00,    -2.60, -9999.00, -9999.00,     0.00
    27, 41515,2019, 1,27,     5.80,    -5.50, -9999.00, -9999.00,     0.00
    28, 41515,2019, 1,28,     6.00,    -4.90, -9999.00, -9999.00,     0.00
    29, 41515,2019, 1,29,    10.40,    -4.60, -9999.00, -9999.00,     0.00
    30, 41515,2019, 1,30,     8.60,    -3.00, -9999.00, -9999.00,     0.00
    31, 41515,2019, 1,31,     7.00,     2.00, -9999.00, -9999.00,     0.00
    32, 41515,2019, 2, 1,     9.60,    -1.50, -9999.00, -9999.00,     2.60
    33, 41515,2019, 2, 2,    11.00,    -1.40, -9999.00, -9999.00,     0.00
    34, 41515,2019, 2, 3,    14.60,    -1.30, -9999.00, -9999.00,     0.00
    35, 41515,2019, 2, 4,    12.40,    -1.30, -9999.00, -9999.00,     0.00
    36, 41515,2019, 2, 5,     7.70,    -1.00, -9999.00, -9999.00,     1.80
    37, 41515,2019, 2, 6,     3.60,    -1.00, -9999.00, -9999.00,     9.40
    38, 41515,2019, 2, 7,     6.60,    -1.40, -9999.00, -9999.00,     9.00
    39, 41515,2019, 2, 8,     8.20,    -3.70, -9999.00, -9999.00,     0.00
    40, 41515,2019, 2,10, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    41, 41515,2019, 2,10,    11.60,    -3.00, -9999.00, -9999.00,     0.00
    42, 41515,2019, 2,11,    13.00,    -3.00, -9999.00, -9999.00,     0.00
    43, 41515,2019, 2,12,     8.20,     0.40, -9999.00, -9999.00,     0.00
    44, 41515,2019, 2,13,     6.40,     0.40, -9999.00, -9999.00,     5.00
    45, 41515,2019, 2,14,    20.50,    -0.40, -9999.00, -9999.00,    16.20
    46, 41515,2019, 2,15,     6.80,    -1.20, -9999.00, -9999.00,    15.60
    47, 41515,2019, 2,16,    12.50,    -3.00, -9999.00, -9999.00,     0.00
    48, 41515,2019, 2,17,     9.00,    -2.80, -9999.00, -9999.00,     0.00
    49, 41515,2019, 2,18,     8.70,    -1.50, -9999.00, -9999.00,     3.20
    50, 41515,2019, 2,19,    12.00,    -2.50, -9999.00, -9999.00,     0.20
    51, 41515,2019, 2,20,     7.60,     0.60, -9999.00, -9999.00,     0.80
    52, 41515,2019, 2,21,     3.80,    -0.60, -9999.00, -9999.00,    15.00
    53, 41515,2019, 2,22,     9.00,    -2.40, -9999.00, -9999.00,     3.40
    54, 41515,2019, 2,23,    10.60,    -3.00, -9999.00, -9999.00,     0.00
    55, 41515,2019, 2,24,     9.00,    -3.00, -9999.00, -9999.00,     0.00
    56, 41515,2019, 2,25,    11.00,    -2.80, -9999.00, -9999.00,     0.00
    57, 41515,2019, 2,26,     7.20,    -2.40, -9999.00, -9999.00,     0.00
    58, 41515,2019, 2,27,     7.80,    -2.00, -9999.00, -9999.00,    11.00
    59, 41515,2019, 2,28,     7.80,    -1.20, -9999.00, -9999.00,     0.00
    60, 41515,2019, 3, 1,     8.00,    -2.00, -9999.00, -9999.00,     0.00
    61, 41515,2019, 3, 2,     7.00,    -1.50, -9999.00, -9999.00,     2.40
    62, 41515,2019, 3, 3,     7.60,    -1.40, -9999.00, -9999.00,     7.80
    63, 41515,2019, 3, 4,    13.70,    -0.80, -9999.00, -9999.00,     1.40
    64, 41515,2019, 3, 5,    13.90,    -0.20, -9999.00, -9999.00,     0.00
    65, 41515,2019, 3, 6,    14.00,    -0.20, -9999.00, -9999.00,     0.00
    66, 41515,2019, 3, 7,    10.20,     0.00, -9999.00, -9999.00,     0.00
    67, 41515,2019, 3, 8,    13.20,     0.00, -9999.00, -9999.00,     0.00
    68, 41515,2019, 3, 9,    15.60,    -0.50, -9999.00, -9999.00,     0.00
    69, 41515,2019, 3,10,    14.60,    -0.50, -9999.00, -9999.00,     0.00
    70, 41515,2019, 3,11,     6.40,     0.50, -9999.00, -9999.00,     0.40
    71, 41515,2019, 3,12,    12.60,    -2.40, -9999.00, -9999.00,    21.80
    72, 41515,2019, 3,13,    13.40,    -2.00, -9999.00, -9999.00,     0.00
    73, 41515,2019, 3,14,    12.00,     0.00, -9999.00, -9999.00,     0.00
    74, 41515,2019, 3,15,    15.40,     0.00, -9999.00, -9999.00,     0.00
    75, 41515,2019, 3,16,    18.60,     0.40, -9999.00, -9999.00,     0.00
    76, 41515,2019, 3,17,    18.60,     1.20, -9999.00, -9999.00,     0.00
    77, 41515,2019, 3,18,    17.00,     2.60, -9999.00, -9999.00,     0.00
    78, 41515,2019, 3,19,     9.60,     3.10, -9999.00, -9999.00,     0.00
    79, 41515,2019, 3,20,    13.20,     2.20, -9999.00, -9999.00,     7.00
    80, 41515,2019, 3,21,    15.20,     2.00, -9999.00, -9999.00,     0.00
    81, 41515,2019, 3,22,    16.00,     1.00, -9999.00, -9999.00,     0.00
    82, 41515,2019, 3,23,    13.00,     1.20, -9999.00, -9999.00,     0.00
    83, 41515,2019, 3,24,    18.40,     1.60, -9999.00, -9999.00,     0.00
