RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41519,2019, 1, 2,     9.50,     0.00, -9999.00, -9999.00,     0.00
     3, 41519,2019, 1, 3,    12.00,     2.00, -9999.00, -9999.00,     0.00
     4, 41519,2019, 1, 4,     8.00,     0.00, -9999.00, -9999.00,     0.00
     5, 41519,2019, 1, 5,     4.00,     3.00, -9999.00, -9999.00,     0.00
     6, 41519,2019, 1, 7, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     7, 41519,2019, 1, 7,     6.50,     2.00, -9999.00, -9999.00,     0.00
     8, 41519,2019, 1, 8,     9.50,     0.50, -9999.00, -9999.00,     0.00
     9, 41519,2019, 1, 9,    10.50,     1.50, -9999.00, -9999.00,     0.00
    10, 41519,2019, 1,10,     9.50,     0.50, -9999.00, -9999.00,     0.00
    11, 41519,2019, 1,11,     9.50,     1.50, -9999.00, -9999.00,     0.00
    12, 41519,2019, 1,12,     8.00,    -1.00, -9999.00, -9999.00,     0.40
    13, 41519,2019, 1,13,    10.00,     0.50, -9999.00, -9999.00,     3.40
    14, 41519,2019, 1,14,    10.50,    -1.00, -9999.00, -9999.00,     0.00
    15, 41519,2019, 1,15,     8.50,    -2.00, -9999.00, -9999.00,     0.00
    16, 41519,2019, 1,16,     7.50,    -2.00, -9999.00, -9999.00,     0.00
    17, 41519,2019, 1,17,     9.00,    -1.50, -9999.00, -9999.00,     0.00
    18, 41519,2019, 1,18,    10.50,     0.00, -9999.00, -9999.00,     0.00
    19, 41519,2019, 1,19,     9.00,     2.00, -9999.00, -9999.00,     0.00
    20, 41519,2019, 1,20,     7.00,     0.50, -9999.00, -9999.00,     2.20
    21, 41519,2019, 1,21,     6.50,     0.00, -9999.00, -9999.00,     3.20
    22, 41519,2019, 1,22,     7.00,    -0.50, -9999.00, -9999.00,     1.00
    23, 41519,2019, 1,23,    10.00,    -0.50, -9999.00, -9999.00,     0.00
    24, 41519,2019, 1,24,     9.50,     0.50, -9999.00, -9999.00,     0.00
    25, 41519,2019, 1,25,    10.00,     1.00, -9999.00, -9999.00,     0.00
    26, 41519,2019, 1,26,    10.00,     1.00, -9999.00, -9999.00,     0.00
    27, 41519,2019, 1,27,    10.50,    -0.50, -9999.00, -9999.00,     0.00
    28, 41519,2019, 1,28,    10.50,    -0.50, -9999.00, -9999.00,     0.00
    29, 41519,2019, 1,29,    10.50,    -1.50, -9999.00, -9999.00,     0.00
    30, 41519,2019, 1,30,     8.00,     1.00, -9999.00, -9999.00,     0.00
    31, 41519,2019, 1,31,     7.50,     1.00, -9999.00, -9999.00,     0.00
    32, 41519,2019, 2, 1,    11.50,     1.00, -9999.00, -9999.00,     0.00
    33, 41519,2019, 2, 2,    13.00,     1.00, -9999.00, -9999.00,     0.00
    34, 41519,2019, 2, 3,    14.00,     1.00, -9999.00, -9999.00,     0.00
    35, 41519,2019, 2, 4,    12.50,     1.00, -9999.00, -9999.00,     0.00
    36, 41519,2019, 2, 5,    10.50,     2.00, -9999.00, -9999.00,     0.00
    37, 41519,2019, 2, 6,     6.00,     2.50, -9999.00, -9999.00,     1.00
    38, 41519,2019, 2, 7,     6.00,     1.00, -9999.00, -9999.00,    12.20
