RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41661,2019, 1, 2,    14.50,     2.50, -9999.00, -9999.00,     0.00
     3, 41661,2019, 1, 3,    18.50,     1.00, -9999.00, -9999.00,     0.00
     4, 41661,2019, 1, 4,    18.00,     4.00, -9999.00, -9999.00,     0.00
     5, 41661,2019, 1, 5,    10.50,     0.00, -9999.00, -9999.00,     0.00
     6, 41661,2019, 1, 6,    14.50,    -5.00, -9999.00, -9999.00,     0.00
     7, 41661,2019, 1, 7,     5.50,    -2.50, -9999.00, -9999.00,     0.00
     8, 41661,2019, 1, 8,    17.00,    -1.00, -9999.00, -9999.00,     0.00
     9, 41661,2019, 1, 9,    17.50,    -1.50, -9999.00, -9999.00,     0.00
    10, 41661,2019, 1,10,    19.00,    -1.00, -9999.00, -9999.00,     0.00
    11, 41661,2019, 1,11,    17.50,     1.50, -9999.00, -9999.00,     0.00
    12, 41661,2019, 1,12,    10.50,    -3.00, -9999.00, -9999.00,     0.00
    13, 41661,2019, 1,13,    13.50,    -8.00, -9999.00, -9999.00,     0.00
    14, 41661,2019, 1,14,    17.00,    -8.00, -9999.00, -9999.00,     0.00
    15, 41661,2019, 1,15,    20.00,    -4.00, -9999.00, -9999.00,     0.00
    16, 41661,2019, 1,16,    20.00,     1.00, -9999.00, -9999.00,     0.00
    17, 41661,2019, 1,17,    20.50,     0.50, -9999.00, -9999.00,     0.00
    18, 41661,2019, 1,18,    18.50,     1.00, -9999.00, -9999.00,     0.00
    19, 41661,2019, 1,19,    15.50,     8.50, -9999.00, -9999.00,     0.00
    20, 41661,2019, 1,20,     9.00,    -1.00, -9999.00, -9999.00,    29.00
    21, 41661,2019, 1,21,     7.00,     2.50, -9999.00, -9999.00,     6.00
    22, 41661,2019, 1,22,     8.00,    -4.50, -9999.00, -9999.00,     0.00
    23, 41661,2019, 1,23,     9.50,    -6.00, -9999.00, -9999.00,     0.00
    24, 41661,2019, 1,24,    10.00,    -6.00, -9999.00, -9999.00,     0.00
    25, 41661,2019, 1,25,    10.50,    -5.50, -9999.00, -9999.00,     0.00
    26, 41661,2019, 1,26,    11.00,    -5.00, -9999.00, -9999.00,     0.00
    27, 41661,2019, 1,27,    12.00,    -3.00, -9999.00, -9999.00,     0.00
    28, 41661,2019, 1,28,    14.50,    -4.00, -9999.00, -9999.00,     0.00
    29, 41661,2019, 1,29,    16.50,    -4.00, -9999.00, -9999.00,     0.00
    30, 41661,2019, 1,30,     9.00,     0.00, -9999.00, -9999.00,    45.00
    31, 41661,2019, 1,31,     9.00,     0.50, -9999.00, -9999.00,    28.30
    32, 41661,2019, 2, 1,    11.00,    -2.00, -9999.00, -9999.00,     0.00
    33, 41661,2019, 2, 2,    14.50,    -1.00, -9999.00, -9999.00,     0.00
    34, 41661,2019, 2, 3,    16.00,     0.00, -9999.00, -9999.00,     0.00
    35, 41661,2019, 2, 4,    11.50,     1.50, -9999.00, -9999.00,     0.00
    36, 41661,2019, 2, 5,     7.00,     4.00, -9999.00, -9999.00,     6.00
    37, 41661,2019, 2, 6,     3.50,    -1.50, -9999.00, -9999.00,     0.20
    38, 41661,2019, 2, 7,     4.00,    -2.00, -9999.00, -9999.00,     0.00
    39, 41661,2019, 2, 8,    10.00,    -3.50, -9999.00, -9999.00,     0.00
    40, 41661,2019, 2, 9,    14.00,    -2.50, -9999.00, -9999.00,     0.00
    41, 41661,2019, 2,10,    18.00,     3.00, -9999.00, -9999.00,     0.00
    42, 41661,2019, 2,11,    15.50,     3.00, -9999.00, -9999.00,     0.00
    43, 41661,2019, 2,12,    14.50,     8.00, -9999.00, -9999.00,     3.00
    44, 41661,2019, 2,13,     9.00,     6.50, -9999.00, -9999.00,     1.10
    45, 41661,2019, 2,14,     9.00,     0.00, -9999.00, -9999.00,     0.00
    46, 41661,2019, 2,15,    12.00,    -1.50, -9999.00, -9999.00,     0.00
    47, 41661,2019, 2,16,    16.00,    -2.00, -9999.00, -9999.00,     0.00
    48, 41661,2019, 2,17,    15.00,    -0.50, -9999.00, -9999.00,     4.00
    49, 41661,2019, 2,18,     6.50,    -0.50, -9999.00, -9999.00,    12.00
    50, 41661,2019, 2,19,    10.00,     0.50, -9999.00, -9999.00,     3.50
    51, 41661,2019, 2,20,     8.00,     1.50, -9999.00, -9999.00,     1.00
    52, 41661,2019, 2,21,     5.50,     0.50, -9999.00, -9999.00,    11.00
    53, 41661,2019, 2,22,    11.00,    -3.00, -9999.00, -9999.00,     0.00
    54, 41661,2019, 2,23,    14.00,    -2.00, -9999.00, -9999.00,     0.00
    55, 41661,2019, 2,24,    12.00,    -0.50, -9999.00, -9999.00,     0.00
    56, 41661,2019, 2,25,    12.00,     0.00, -9999.00, -9999.00,     0.00
    57, 41661,2019, 2,26,    11.00,     0.50, -9999.00, -9999.00,     0.00
    58, 41661,2019, 2,27,    11.00,    -2.00, -9999.00, -9999.00,     0.00
    59, 41661,2019, 2,28,    11.00,     1.00, -9999.00, -9999.00,     0.00
    60, 41661,2019, 3, 1,     9.00,     3.50, -9999.00, -9999.00,    12.00
    61, 41661,2019, 3, 2,     4.00,     1.00, -9999.00, -9999.00,    29.00
    62, 41661,2019, 3, 3,    11.50,     0.00, -9999.00, -9999.00,    20.00
    63, 41661,2019, 3, 4,    13.00,     1.00, -9999.00, -9999.00,     0.00
    64, 41661,2019, 3, 5,    14.50,     0.00, -9999.00, -9999.00,     0.00
    65, 41661,2019, 3, 6,    16.00,     3.00, -9999.00, -9999.00,     0.00
    66, 41661,2019, 3, 7,    14.50,     1.00, -9999.00, -9999.00,     0.00
    67, 41661,2019, 3, 8,    14.50,     1.50, -9999.00, -9999.00,     2.00
    68, 41661,2019, 3, 9,    16.50,     2.00, -9999.00, -9999.00,     0.00
    69, 41661,2019, 3,10,     9.50,     3.50, -9999.00, -9999.00,     0.00
    70, 41661,2019, 3,11,     8.00,     2.00, -9999.00, -9999.00,     9.20
    71, 41661,2019, 3,12,    13.50,     0.00, -9999.00, -9999.00,     0.00
    72, 41661,2019, 3,13,    13.50,     1.50, -9999.00, -9999.00,     0.00
    73, 41661,2019, 3,14,    14.50,     1.00, -9999.00, -9999.00,     1.00
    74, 41661,2019, 3,15,    18.00,     1.50, -9999.00, -9999.00,     0.00
    75, 41661,2019, 3,16,    16.00,     5.50, -9999.00, -9999.00,     1.00
    76, 41661,2019, 3,17,    20.50,     7.50, -9999.00, -9999.00,     1.00
    77, 41661,2019, 3,18,    15.50,     8.50, -9999.00, -9999.00,     0.00
    78, 41661,2019, 3,19,    17.50,     8.50, -9999.00, -9999.00,     3.00
    79, 41661,2019, 3,20,    17.50,     5.00, -9999.00, -9999.00,     0.00
    80, 41661,2019, 3,21,    20.00,     4.50, -9999.00, -9999.00,     0.00
    81, 41661,2019, 3,22,    19.50,     8.50, -9999.00, -9999.00,     0.00
    82, 41661,2019, 3,23,    20.00,     9.50, -9999.00, -9999.00,     1.00
    83, 41661,2019, 3,24,    20.50,    11.00, -9999.00, -9999.00,     0.00
    84, 41661,2019, 3,25,    21.50,     9.50, -9999.00, -9999.00,     1.00
    85, 41661,2019, 3,26,    25.00,     7.50, -9999.00, -9999.00,     0.00
    86, 41661,2019, 3,27,    27.50,    12.00, -9999.00, -9999.00,     0.00
    87, 41661,2019, 3,28,    25.00,    13.50, -9999.00, -9999.00,     0.00
