RECDNO,STATNO,YYYY,MM,DD,HH,TEMPERATR,WET TEMP ,DEWPOINT ,RELHUMIDY,SEALVLPRS,SURFPRESS,WINDSPEED,DIRECTION, RAIN 1  , RAIN 2   ,RPeriodi 1,RPeriod 2,TLTCLOUD ,LOW CLOUD,VISIBLITY
     2, 41715,2019, 1, 1, 0,    10.00, -9999.00,     6.80,    80.48,  1020.50, -9999.00,     0.00,     0.00,     0.00,     0.00,    12.00,     3.00,     0.00, -9999.00,  2000.00
     0, 41715,   0, 0, 0, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00
     4, 41715,2019, 1, 1, 9, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     5, 41715,2019, 1, 1,12, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     6, 41715,2019, 1, 1,15, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     7, 41715,2019, 1, 1,18, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     8, 41715,2019, 1, 1,21, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     9, 41715,2019, 1, 2, 0, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    10, 41715,2019, 1, 2, 0,    10.50, -9999.00,     7.40,    81.10,  1018.30, -9999.00,     0.00,     0.00,     0.00,     0.00,    12.00,     3.00,     0.00, -9999.00,  2000.00
    11, 41715,2019, 1, 2, 6, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
    12, 41715,2019, 1, 2, 6,    19.00, -9999.00,     9.60,    54.39,  1022.60, -9999.00,     0.00,     0.00,     0.00,     0.00,     6.00,     3.00,     0.00, -9999.00,  4000.00
    13, 41715,2019, 1, 2, 9,    21.50, -9999.00,     8.80,    44.16,  1020.20, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    14, 41715,2019, 1, 2,12,    21.50, -9999.00,     8.80,    44.16,  1019.00, -9999.00,     0.00,     0.00,     0.00,     0.00,    12.00,     3.00,     0.00, -9999.00,  4000.00
    15, 41715,2019, 1, 2,15,    15.50, -9999.00,     7.50,    58.87,  1020.10, -9999.00,     0.00,     0.00, -9999.00,     0.00, -9999.00,     3.00,     0.00, -9999.00,  4000.00
    16, 41715,2019, 1, 2,18,    12.00, -9999.00,     8.00,    76.49,  1022.70, -9999.00,     0.00,     0.00,     0.00,     0.00,    18.00,     3.00,    25.00, -9999.00, -9999.00
