RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41768,2019, 1, 2,    30.50,     8.00, -9999.00, -9999.00,     0.00
     3, 41768,2019, 1, 3,    30.40,     9.00, -9999.00, -9999.00,     0.00
     4, 41768,2019, 1, 4,    19.50,    12.50, -9999.00, -9999.00,     0.00
     5, 41768,2019, 1, 5,    24.50,    11.00, -9999.00, -9999.00,     0.00
     6, 41768,2019, 1, 6,    24.30,     8.00, -9999.00, -9999.00,     0.00
     7, 41768,2019, 1, 7,     9.00,     8.00, -9999.00, -9999.00,     0.00
     8, 41768,2019, 1, 8,    25.80,     4.50, -9999.00, -9999.00,     0.00
     9, 41768,2019, 1, 9,    26.40,     5.50, -9999.00, -9999.00,     0.00
    10, 41768,2019, 1,10,    28.40,     7.60, -9999.00, -9999.00,     0.00
    11, 41768,2019, 1,11,    28.40,     9.00, -9999.00, -9999.00,     0.00
    12, 41768,2019, 1,12,    27.40,    13.00, -9999.00, -9999.00,     0.00
    13, 41768,2019, 1,13,    27.40,     9.20, -9999.00, -9999.00,     0.00
    14, 41768,2019, 1,14,    27.40,     8.70, -9999.00, -9999.00,     0.00
    15, 41768,2019, 1,15,    27.80,     6.00, -9999.00, -9999.00,     0.00
    16, 41768,2019, 1,16,    28.40,     6.70, -9999.00, -9999.00,     0.00
    17, 41768,2019, 1,17,    28.80,     7.50, -9999.00, -9999.00,     0.00
    18, 41768,2019, 1,18,    30.80,     9.00, -9999.00, -9999.00,     0.00
    19, 41768,2019, 1,19,    31.40,     9.50, -9999.00, -9999.00,     0.00
    20, 41768,2019, 1,20,    31.50,     9.20, -9999.00, -9999.00,     0.00
    21, 41768,2019, 1,21,    21.20,    12.50, -9999.00, -9999.00,     0.00
    22, 41768,2019, 1,22,    21.40,     9.50, -9999.00, -9999.00,     7.00
    23, 41768,2019, 1,23,    24.40,     6.50, -9999.00, -9999.00,     0.00
