RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41757,2019, 1, 2,    29.50,    14.50, -9999.00, -9999.00,     0.00
     3, 41757,2019, 1, 3,    27.00,    13.50, -9999.00, -9999.00,     0.00
     4, 41757,2019, 1, 4,    23.50,    13.00, -9999.00, -9999.00,     0.00
     5, 41757,2019, 1, 5,    29.00,    14.50, -9999.00, -9999.00,     0.00
     6, 41757,2019, 1, 6,    31.50,    12.00, -9999.00, -9999.00,     0.00
     7, 41757,2019, 1, 7,    19.50,    13.00, -9999.00, -9999.00,     0.00
     8, 41757,2019, 1, 8,    27.50,    12.50, -9999.00, -9999.00,     0.00
     9, 41757,2019, 1, 9,    28.00,    13.50, -9999.00, -9999.00,     0.00
    10, 41757,2019, 1,10,    28.00,    12.50, -9999.00, -9999.00,     0.00
    11, 41757,2019, 1,11,    29.50,    14.00, -9999.00, -9999.00,     0.00
    12, 41757,2019, 1,12,    23.00,    14.50, -9999.00, -9999.00,     0.00
    13, 41757,2019, 1,13,    28.50,    13.00, -9999.00, -9999.00,     0.00
    14, 41757,2019, 1,14,    26.00,    14.50, -9999.00, -9999.00,     0.00
    15, 41757,2019, 1,15,    27.50,    14.50, -9999.00, -9999.00,     0.00
    16, 41757,2019, 1,16,    28.50,    13.50, -9999.00, -9999.00,     0.00
    17, 41757,2019, 1,17,    28.00,    14.50, -9999.00, -9999.00,     0.00
    18, 41757,2019, 1,18,    27.50,    15.50, -9999.00, -9999.00,     0.00
    19, 41757,2019, 1,19,    27.50,    14.00, -9999.00, -9999.00,     0.00
    20, 41757,2019, 1,20,    27.50,    15.00, -9999.00, -9999.00,     0.00
    21, 41757,2019, 1,21,    24.50,    13.00, -9999.00, -9999.00,     0.00
    22, 41757,2019, 1,22,    25.00,    13.50, -9999.00, -9999.00,     0.00
    23, 41757,2019, 1,23,    26.00,    11.00, -9999.00, -9999.00,     0.00
    24, 41757,2019, 1,24,    26.50,     9.50, -9999.00, -9999.00,     0.00
    25, 41757,2019, 1,25,    26.00,    11.00, -9999.00, -9999.00,     0.00
    26, 41757,2019, 1,26,    27.50,    12.00, -9999.00, -9999.00,     0.00
    27, 41757,2019, 1,27,    27.00,    14.00, -9999.00, -9999.00,     0.00
    28, 41757,2019, 1,28,    26.50,    14.00, -9999.00, -9999.00,     0.00
    29, 41757,2019, 1,29,    27.00,    14.00, -9999.00, -9999.00,     0.00
    30, 41757,2019, 1,30,    26.50,    14.50, -9999.00, -9999.00,     0.10
    31, 41757,2019, 1,31,    27.50,    14.00, -9999.00, -9999.00,     0.00
    32, 41757,2019, 2, 1,    28.00,    13.00, -9999.00, -9999.00,     0.00
    33, 41757,2019, 2, 2,    27.50,    15.00, -9999.00, -9999.00,     0.00
    34, 41757,2019, 2, 3,    25.00,    14.50, -9999.00, -9999.00,     0.00
    35, 41757,2019, 2, 4,    25.00,    16.00, -9999.00, -9999.00,    11.10
    36, 41757,2019, 2, 5,    27.00,    15.00, -9999.00, -9999.00,     1.10
    37, 41757,2019, 2, 6,    22.00,    15.00, -9999.00, -9999.00,     0.00
    38, 41757,2019, 2, 7,    24.00,     8.00, -9999.00, -9999.00,     0.00
    39, 41757,2019, 2, 8,    27.00,     8.50, -9999.00, -9999.00,     0.00
    40, 41757,2019, 2, 9,    26.50,     9.00, -9999.00, -9999.00,     0.00
    41, 41757,2019, 2,10,    26.50,    10.00, -9999.00, -9999.00,     0.00
    42, 41757,2019, 2,11,    27.00,    15.00, -9999.00, -9999.00,     0.00
    43, 41757,2019, 2,12,    28.00,    18.00, -9999.00, -9999.00,     0.00
    44, 41757,2019, 2,13,    26.00,    15.00, -9999.00, -9999.00,    23.90
    45, 41757,2019, 2,14,    26.00,    14.50, -9999.00, -9999.00,     0.00
    46, 41757,2019, 2,15,    26.00,    11.00, -9999.00, -9999.00,     0.00
    47, 41757,2019, 2,16,    27.50,    12.50, -9999.00, -9999.00,     0.90
    48, 41757,2019, 2,17,    25.00,    13.50, -9999.00, -9999.00,     0.00
    49, 41757,2019, 2,18,    27.00,    17.50, -9999.00, -9999.00,     2.30
    50, 41757,2019, 2,19,    27.00,    17.00, -9999.00, -9999.00,     0.00
    51, 41757,2019, 2,20,    26.50,    19.50, -9999.00, -9999.00,     2.70
    52, 41757,2019, 2,21,    27.00,    15.00, -9999.00, -9999.00,    13.20
    53, 41757,2019, 2,22,    25.50,    13.50, -9999.00, -9999.00,     0.00
    54, 41757,2019, 2,23,    26.00,    14.00, -9999.00, -9999.00,     0.00
    55, 41757,2019, 2,24,    28.50,    16.00, -9999.00, -9999.00,     0.00
    56, 41757,2019, 2,25,    27.50,    15.50, -9999.00, -9999.00,     0.00
    57, 41757,2019, 2,26,    28.50,    17.00, -9999.00, -9999.00,     0.00
    58, 41757,2019, 2,27,    27.50,    14.50, -9999.00, -9999.00,     0.00
    59, 41757,2019, 2,28,    26.00,    16.00, -9999.00, -9999.00,     0.00
    60, 41757,2019, 3, 1,    24.50,    18.50, -9999.00, -9999.00,     0.40
    61, 41757,2019, 3, 2,    27.50,    20.00, -9999.00, -9999.00,     0.00
    62, 41757,2019, 3, 3,    23.50,    16.50, -9999.00, -9999.00,     0.00
    63, 41757,2019, 3, 4,    27.00,    16.50, -9999.00, -9999.00,     0.00
    64, 41757,2019, 3, 5,    27.50,    17.00, -9999.00, -9999.00,     0.00
    65, 41757,2019, 3, 6,    27.00,    17.00, -9999.00, -9999.00,     0.00
    66, 41757,2019, 3, 7,    26.00,    16.50, -9999.00, -9999.00,     0.00
    67, 41757,2019, 3, 8,    27.00,    16.00, -9999.00, -9999.00,     0.00
    68, 41757,2019, 3, 9,    28.00,    17.00, -9999.00, -9999.00,     0.00
    69, 41757,2019, 3,10,    26.00,    16.50, -9999.00, -9999.00,     0.00
    70, 41757,2019, 3,11,    27.50,    15.50, -9999.00, -9999.00,     0.00
    71, 41757,2019, 3,12,    27.00,    14.00, -9999.00, -9999.00,   600.00
    72, 41757,2019, 3,13,    26.00,    12.50, -9999.00, -9999.00,     1.00
    73, 41757,2019, 3,14,    26.50,    13.50, -9999.00, -9999.00,     0.00
    74, 41757,2019, 3,15,    27.00,    13.50, -9999.00, -9999.00,     0.00
    75, 41757,2019, 3,16,    28.00,    13.00, -9999.00, -9999.00,     0.00
    76, 41757,2019, 3,17,    28.50,    14.50, -9999.00, -9999.00,     0.00
    77, 41757,2019, 3,18,    28.00,    14.50, -9999.00, -9999.00,     0.00
    78, 41757,2019, 3,19,    28.00,    15.00, -9999.00, -9999.00,     0.00
    79, 41757,2019, 3,20,    28.50,    15.00, -9999.00, -9999.00,     0.00
    80, 41757,2019, 3,21,    28.00,    15.00, -9999.00, -9999.00,     0.00
    81, 41757,2019, 3,22,    28.00,    18.00, -9999.00, -9999.00,     0.00
    82, 41757,2019, 3,23,    30.00,    17.00, -9999.00, -9999.00,     0.00
    83, 41757,2019, 3,24,    30.00,    19.00, -9999.00, -9999.00,     0.00
    84, 41757,2019, 3,25,    30.00,    18.00, -9999.00, -9999.00,     0.00
    85, 41757,2019, 3,26,    30.00,    17.50, -9999.00, -9999.00,     0.00
    86, 41757,2019, 3,27,    31.00,    18.00, -9999.00, -9999.00,     0.00
    87, 41757,2019, 3,28,    32.50,    17.00, -9999.00, -9999.00,     0.00
    88, 41757,2019, 3,29,    33.00,    20.00, -9999.00, -9999.00,     0.00
    89, 41757,2019, 3,30,    34.00,    19.00, -9999.00, -9999.00,     0.00
    90, 41757,2019, 3,31,    34.00,    19.00, -9999.00, -9999.00,     0.00
    91, 41757,2019, 4, 1,    36.00,    20.00, -9999.00, -9999.00,     0.00
    92, 41757,2019, 4, 2,    36.00,    21.00, -9999.00, -9999.00,     0.00
    93, 41757,2019, 4, 3,    35.00,    20.00, -9999.00, -9999.00,     0.00
    94, 41757,2019, 4, 4,    37.00,    21.00, -9999.00, -9999.00,     0.00
    95, 41757,2019, 4, 5,    36.00,    22.00, -9999.00, -9999.00,     0.00
    96, 41757,2019, 4, 6,    37.00,    22.00, -9999.00, -9999.00,     0.00
    97, 41757,2019, 4, 7,    37.00,    21.00, -9999.00, -9999.00,     0.00
    98, 41757,2019, 4, 8,    36.00,    21.00, -9999.00, -9999.00,     0.00
    99, 41757,2019, 4, 9,    35.00,    22.00, -9999.00, -9999.00,     0.00
   100, 41757,2019, 4,10,    34.00,    21.00, -9999.00, -9999.00,     0.00
   101, 41757,2019, 4,11,    34.00,    20.00, -9999.00, -9999.00,     0.00
   102, 41757,2019, 4,12,    33.50,    20.00, -9999.00, -9999.00,     0.00
   103, 41757,2019, 4,13,    34.00,    20.00, -9999.00, -9999.00,     0.00
   104, 41757,2019, 4,14,    26.00,    21.00, -9999.00, -9999.00,     1.50
   105, 41757,2019, 4,15,    26.00,    21.00, -9999.00, -9999.00,    58.00
   106, 41757,2019, 4,16,    32.00,    20.00, -9999.00, -9999.00,     0.00
   107, 41757,2019, 4,17,    30.00,    19.00, -9999.00, -9999.00,     0.00
   108, 41757,2019, 4,18,    33.00,    18.00, -9999.00, -9999.00,     0.00
   109, 41757,2019, 4,19,    33.00,    19.00, -9999.00, -9999.00,     0.00
   110, 41757,2019, 4,20,    33.00,    20.00, -9999.00, -9999.00,     0.00
   111, 41757,2019, 4,21,    33.00,    20.00, -9999.00, -9999.00,     0.00
   112, 41757,2019, 4,22,    33.00,    24.00, -9999.00, -9999.00,     0.00
