RECNO ,STATNO,YEAR,MM,DD,DAYMAXTMP,DAYMINTMP,DAYGNDTMP,DAYSUNDUR,DAYRAIN
     2, 41507,2019, 1, 2,    13.50,     6.00, -9999.00, -9999.00,     0.00
     3, 41507,2019, 1, 3,    15.50,     1.00, -9999.00, -9999.00,     0.00
     4, 41507,2019, 1, 4,     8.00,     2.00, -9999.00, -9999.00,     0.00
     5, 41507,2019, 1, 5,     6.00,     6.00, -9999.00, -9999.00,    12.00
     6, 41507,2019, 1, 6,    14.00,    -1.00, -9999.00, -9999.00,     7.00
     7, 41507,2019, 1, 8, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
     8, 41507,2019, 1, 8,    16.00,     3.50, -9999.00, -9999.00,     0.00
     9, 41507,2019, 1, 9,    17.00,     1.00, -9999.00, -9999.00,     0.00
    10, 41507,2019, 1,10,     8.00,     1.00, -9999.00, -9999.00,     0.00
    11, 41507,2019, 1,11,    11.50,     3.00, -9999.00, -9999.00,     0.00
    12, 41507,2019, 1,12,    11.00,     5.00, -9999.00, -9999.00,     8.00
    13, 41507,2019, 1,13,    16.00,     3.00, -9999.00, -9999.00,     5.00
    14, 41507,2019, 1,14,    13.00,     2.00, -9999.00, -9999.00,     0.00
    15, 41507,2019, 1,15,    14.00,     2.50, -9999.00, -9999.00,     0.00
    16, 41507,2019, 1,16,    13.00,     2.50, -9999.00, -9999.00,     0.00
    17, 41507,2019, 1,17,    17.00,     0.50, -9999.00, -9999.00,     0.00
    18, 41507,2019, 1,18,    10.50,     3.50, -9999.00, -9999.00,     0.00
    19, 41507,2019, 1,19,    14.00,     8.50, -9999.00, -9999.00,     0.00
    20, 41507,2019, 1,20,    12.50,     7.50, -9999.00, -9999.00,     4.00
    21, 41507,2019, 1,21,    11.50,     4.50, -9999.00, -9999.00,     5.00
    22, 41507,2019, 1,22,     9.00,     4.50, -9999.00, -9999.00,    13.00
    23, 41507,2019, 1,23,     7.00,     4.00, -9999.00, -9999.00,    28.00
    24, 41507,2019, 1,24,    14.00,     0.00, -9999.00, -9999.00,     0.00
    25, 41507,2019, 1,25,    13.00,     0.50, -9999.00, -9999.00,     1.00
    26, 41507,2019, 1,26,    14.50,     2.00, -9999.00, -9999.00,     0.00
    27, 41507,2019, 1,27,    15.50,     1.00, -9999.00, -9999.00,     0.00
    28, 41507,2019, 1,28,    15.50,     2.00, -9999.00, -9999.00,     0.00
    29, 41507,2019, 1,29,    15.50,     0.00, -9999.00, -9999.00,     0.00
    30, 41507,2019, 1,30,    13.50,     5.00, -9999.00, -9999.00,     0.00
    31, 41507,2019, 1,31,     8.50,     6.00, -9999.00, -9999.00,     9.00
    32, 41507,2019, 2, 1,    15.50,     4.00, -9999.00, -9999.00,     9.00
    33, 41507,2019, 2, 2,    18.50,     5.00, -9999.00, -9999.00,     0.00
    34, 41507,2019, 2, 3,    19.50,     4.00, -9999.00, -9999.00,     0.00
    35, 41507,2019, 2, 4,    14.50,     7.00, -9999.00, -9999.00,     0.00
    36, 41507,2019, 2, 5,    16.50,     9.00, -9999.00, -9999.00,     0.00
    37, 41507,2019, 2, 6,     9.00,     4.00, -9999.00, -9999.00,    18.00
    38, 41507,2019, 2, 7,    16.00,     2.00, -9999.00, -9999.00,    19.00
    39, 41507,2019, 2, 8,    14.00,     1.00, -9999.00, -9999.00,     0.00
    40, 41507,2019, 2, 9,    16.00,     1.50, -9999.00, -9999.00,     3.00
    41, 41507,2019, 2,10,    18.00,     2.50, -9999.00, -9999.00,     0.00
    42, 41507,2019, 2,11,    19.50,     4.00, -9999.00, -9999.00,     0.00
    43, 41507,2019, 2,12,    13.00,     4.00, -9999.00, -9999.00,     0.00
    44, 41507,2019, 2,13,     9.00,     7.00, -9999.00, -9999.00,    16.00
    45, 41507,2019, 2,14,     9.00,     7.00, -9999.00, -9999.00,    18.00
    46, 41507,2019, 2,15,    17.00,     2.00, -9999.00, -9999.00,    17.00
    47, 41507,2019, 2,16,    20.00,     5.00, -9999.00, -9999.00,     0.00
    48, 41507,2019, 2,17,    14.00,     7.00, -9999.00, -9999.00,     0.00
    49, 41507,2019, 2,18,    10.50,     5.00, -9999.00, -9999.00,    12.00
    50, 41507,2019, 2,19,    15.00,     1.50, -9999.00, -9999.00,     0.00
    51, 41507,2019, 2,20,    10.50,     5.50, -9999.00, -9999.00,     5.00
    52, 41507,2019, 2,21,    13.50,     4.00, -9999.00, -9999.00,    25.00
    53, 41507,2019, 2,22,    18.00,     3.50, -9999.00, -9999.00,     0.00
    54, 41507,2019, 2,23,    19.50,     6.00, -9999.00, -9999.00,     0.00
    55, 41507,2019, 2,24,    20.00,     5.00, -9999.00, -9999.00,     0.00
    56, 41507,2019, 2,25,    16.50,     5.50, -9999.00, -9999.00,     1.00
    57, 41507,2019, 2,26,     9.50,     6.00, -9999.00, -9999.00,     1.00
    58, 41507,2019, 2,27,    17.50,     5.00, -9999.00, -9999.00,     3.00
    59, 41507,2019, 2,28,    17.50,     5.00, -9999.00, -9999.00,     0.00
    60, 41507,2019, 3, 1,    14.50,     8.50, -9999.00, -9999.00,     0.00
    61, 41507,2019, 3, 2,     8.50,     6.00, -9999.00, -9999.00,    10.00
    62, 41507,2019, 3, 3,    12.50,     6.00, -9999.00, -9999.00,    22.00
    63, 41507,2019, 3, 4,    20.50,     5.00, -9999.00, -9999.00,     2.00
    64, 41507,2019, 3, 5,    21.50,     7.00, -9999.00, -9999.00,     0.00
    65, 41507,2019, 3, 6,    22.50,     6.50, -9999.00, -9999.00,     0.00
    66, 41507,2019, 3, 7,    16.00,     8.00, -9999.00, -9999.00,     0.00
    67, 41507,2019, 3, 8,    21.00,     7.00, -9999.00, -9999.00,     0.00
    68, 41507,2019, 3, 9,    23.50,     6.50, -9999.00, -9999.00,     0.00
